Date,Sector33Code,SellingExcludingShortSellingTurnoverValue,ShortSellingWithRestrictionsTurnoverValue,ShortSellingWithoutRestrictionsTurnoverValue
2025-11-14,3650,774230899610.0,385774277120.0,164166005820.0
2025-11-14,3700,142360266510.0,79416575350.0,21838591580.0
2025-11-14,3750,52299376600.0,34415556300.0,7815539650.0
2025-11-14,3800,71401598520.0,39025178320.0,9842120110.0
2025-11-14,4050,99576545040.0,44853211970.0,11822831610.0
2025-11-14,5050,46158927400.0,40463240400.0,4963016650.0
2025-11-14,5100,18544089500.0,10382194150.0,2171397050.0
2025-11-14,5150,7893129650.0,3037410150.0,912098300.0
2025-11-14,5200,2725493500.0,1896778800.0,239859400.0
2025-11-14,5250,513929549441.0,343384918439.0,131894996620.0
2025-11-14,6050,131798344350.0,81486196250.0,27040780850.0
2025-11-14,6100,168409145500.0,85047144930.0,37579483510.0
2025-11-14,7050,238054667900.0,95241904850.0,18142396260.0
2025-11-14,7100,31493311850.0,16069944300.0,2991431800.0
2025-11-14,7150,66946105460.0,35291901180.0,6361846930.0
2025-11-14,7200,27858799500.0,14662048940.0,2874745420.0
2025-11-14,8050,59883225790.0,34555951670.0,6490569720.0
2025-11-14,9050,148136748760.0,77473562900.0,16572445430.0
2025-11-14,9999,235580940404.0,109889931739.0,48668809208.0
2025-11-13,0050,2094139200.0,1398366650.0,82905050.0
2025-11-13,1050,10642717050.0,8052474100.0,505476650.0
2025-11-13,2050,134536442850.0,56391428550.0,13998050600.0
2025-11-13,3050,83881651250.0,53061428800.0,4255088700.0
2025-11-13,3100,10301934540.0,3660079660.0,494830180.0
2025-11-13,3150,3270462640.0,1789260670.0,115301720.0
2025-11-13,3200,127949492050.0,81208012310.0,6107175110.0
2025-11-13,3250,108196591100.0,43524300450.0,7343636550.0
2025-11-13,3300,11659387850.0,8717564320.0,1501661590.0
2025-11-13,3350,29168352550.0,20142473300.0,1435693500.0
2025-11-13,3400,33948585000.0,27469414450.0,4550012650.0
2025-11-13,3450,15831843050.0,11672628680.0,1246296420.0
2025-11-13,3500,469642019300.0,214348698850.0,89431615600.0
2025-11-13,3550,21374222350.0,8124496550.0,1295989350.0
2025-11-13,3600,385954318990.0,216886082260.0,56303849400.0
2025-11-13,3650,864465212380.0,399335557910.0,143455409220.0
2025-11-13,3700,144361246070.0,85210880790.0,10809055870.0
2025-11-13,3750,57642269350.0,33156233400.0,2213592950.0
2025-11-13,3800,88238534530.0,39644971370.0,5188699780.0
2025-11-13,4050,112568333790.0,35121300730.0,11642142740.0
2025-11-13,5050,41423153750.0,37284092800.0,2160279950.0
2025-11-13,5100,15380411350.0,15357563150.0,923188200.0
2025-11-13,5150,9767049200.0,3404585450.0,378116300.0
2025-11-13,5200,1936228050.0,1101826450.0,130088650.0
2025-11-13,5250,432675822263.0,198079333566.0,64801489380.0
2025-11-13,6050,153196568100.0,94253510400.0,13520572950.0
2025-11-13,6100,130217131050.0,74724337810.0,14676580200.0
2025-11-13,7050,231494194330.0,92025009430.0,10953300190.0
2025-11-13,7100,43698039750.0,16888091800.0,2207830050.0
2025-11-13,7150,50522614670.0,28064786790.0,2254610550.0
2025-11-13,7200,31211707490.0,19735348120.0,1863826260.0
2025-11-13,8050,59170605850.0,32141262090.0,3589223030.0
2025-11-13,9050,126702314520.0,59492616390.0,6384953300.0
2025-11-13,9999,183779806710.0,78825660128.0,19980194100.0
2025-11-12,0050,2807040100.0,1896920750.0,162241200.0
2025-11-12,1050,13944564700.0,5942367950.0,942701450.0
2025-11-12,2050,120155617950.0,57449299650.0,8886760650.0
2025-11-12,3050,110707370750.0,64323771700.0,6953635650.0
2025-11-12,3100,15083001190.0,4779228290.0,1322871570.0
2025-11-12,3150,3335007750.0,1411768830.0,179078730.0
2025-11-12,3200,153773264080.0,94546495280.0,10804085220.0
2025-11-12,3250,123100117500.0,48625707750.0,8389485500.0
2025-11-12,3300,18517363980.0,11493289750.0,1201933510.0
2025-11-12,3350,42822490650.0,20804088150.0,3522749200.0
2025-11-12,3400,43380821950.0,33948345700.0,4524570100.0
2025-11-12,3450,21567537420.0,13531827030.0,1143911240.0
2025-11-12,3500,450844768300.0,239768841550.0,96788916000.0
2025-11-12,3550,33190400150.0,19632927900.0,1693012200.0
2025-11-12,3600,413846427410.0,237404851050.0,76589584230.0
2025-11-12,3650,961931579540.0,441059385350.0,169320285940.0
2025-11-12,3700,166410545040.0,86444475060.0,15149739400.0
2025-11-12,3750,62294887450.0,33943517250.0,3771733100.0
2025-11-12,3800,106797626660.0,51130287790.0,9493310340.0
2025-11-12,4050,71322827540.0,36942349550.0,7012334930.0
2025-11-12,5050,47445277150.0,34353590750.0,2805093500.0
2025-11-12,5100,20402885400.0,16087260500.0,1698087300.0
2025-11-12,5150,9071730950.0,5661584400.0,637325300.0
2025-11-12,5200,2770884650.0,1234867950.0,151405550.0
2025-11-12,5250,595695621403.0,248231133667.0,102925494860.0
2025-11-12,6050,134724639550.0,79123545550.0,17193240250.0
2025-11-12,6100,146885452770.0,79348705920.0,15557772770.0
2025-11-12,7050,249000408780.0,105839384270.0,17123966870.0
2025-11-12,7100,31866455200.0,10416162350.0,2162250500.0
2025-11-12,7150,56923383410.0,29454923540.0,3375713120.0
2025-11-12,7200,21790173690.0,11873496230.0,1544952430.0
2025-11-12,8050,68139669950.0,38736208730.0,5164772490.0
2025-11-12,9050,122342892190.0,60022021880.0,7236287850.0
2025-11-12,9999,197439110898.0,90922020740.0,30609640681.0
2025-11-11,0050,2749936400.0,2091202250.0,152919650.0
2025-11-11,1050,10085325050.0,4538548450.0,476077850.0
2025-11-11,2050,102237691200.0,66282736500.0,7991388350.0
2025-11-11,3050,76890208400.0,57137799100.0,4582535450.0
2025-11-11,3100,13059473590.0,5595870120.0,1007220130.0
2025-11-11,3150,3290399800.0,2225637370.0,178741780.0
2025-11-11,3200,141080990450.0,100656484580.0,14131240740.0
2025-11-11,3250,103584805100.0,37222721200.0,7362818000.0
2025-11-11,3300,8928269890.0,6717885120.0,515226000.0
2025-11-11,3350,15748622200.0,8744256450.0,833305550.0
2025-11-11,3400,50806489600.0,33629429250.0,4279138700.0
2025-11-11,3450,16593239650.0,11907175920.0,979255830.0
2025-11-11,3500,414927111300.0,222367015600.0,107199291050.0
2025-11-11,3550,17776268600.0,8321508900.0,877967700.0
2025-11-11,3600,321006841770.0,206254336260.0,57931949540.0
2025-11-11,3650,1248508508480.0,634212190550.0,233182774930.0
2025-11-11,3700,176022973930.0,99665625050.0,19567536100.0
2025-11-11,3750,41667176800.0,25001457050.0,2703772000.0
2025-11-11,3800,68611897650.0,28955602480.0,5444701580.0
2025-11-11,4050,78416667240.0,27550299600.0,8359785420.0
2025-11-11,5050,35515757000.0,36789674650.0,2465468150.0
2025-11-11,5100,15549460700.0,22374201000.0,1555824900.0
2025-11-11,5150,15494054150.0,9896482850.0,1129191850.0
2025-11-11,5200,2346824550.0,1498353900.0,146998350.0
2025-11-11,5250,449632255863.0,239301305408.0,85612818340.0
2025-11-11,6050,129541149350.0,96718288200.0,21134654950.0
2025-11-11,6100,140781188750.0,72974469800.0,15100801990.0
2025-11-11,7050,138592266550.0,75166350510.0,10935593160.0
2025-11-11,7100,24010747850.0,8293557900.0,1361117150.0
2025-11-11,7150,41676745110.0,19566329340.0,3040679750.0
2025-11-11,7200,21767645030.0,10799285980.0,1341797080.0
2025-11-11,8050,49851130370.0,39916405130.0,3160207430.0
2025-11-11,9050,105074366520.0,58171232480.0,7145579690.0
2025-11-11,9999,234617025026.0,100411584584.0,28774961301.0
2025-11-10,0050,1806952650.0,971207500.0,93991750.0
2025-11-10,1050,10983583350.0,3605966700.0,488720150.0
2025-11-10,2050,81953213550.0,42764966550.0,3516343700.0
2025-11-10,3050,114707957600.0,63228013900.0,6494338800.0
2025-11-10,3100,10113939250.0,3630334340.0,521551270.0
2025-11-10,3150,4193424800.0,2070310630.0,110605260.0
2025-11-10,3200,121887834230.0,79087495500.0,6464610080.0
2025-11-10,3250,97314699900.0,43592034850.0,6026342150.0
2025-11-10,3300,10573356830.0,6866908880.0,453338940.0
2025-11-10,3350,13105018600.0,8178636300.0,528905650.0
2025-11-10,3400,50334909720.0,23855825920.0,3549004560.0
2025-11-10,3450,19708017210.0,14689728310.0,888688670.0
2025-11-10,3500,381152228700.0,260920121650.0,84330959850.0
2025-11-10,3550,23222498400.0,7914425650.0,913574050.0
2025-11-10,3600,339873848250.0,173979544730.0,38660201310.0
2025-11-10,3650,969360388690.0,458060034330.0,145789692490.0
2025-11-10,3700,155843645620.0,105447461200.0,13228795290.0
2025-11-10,3750,52274363750.0,30490527900.0,2673948950.0
2025-11-10,3800,78519596440.0,35924941230.0,4529263670.0
2025-11-10,4050,72402087490.0,24256033300.0,6265268130.0
2025-11-10,5050,40593067000.0,32548808050.0,1391590950.0
2025-11-10,5100,16351877300.0,17492471450.0,1051256200.0
2025-11-10,5150,5134836000.0,3930250200.0,214661400.0
2025-11-10,5200,2780661150.0,1682098850.0,105163050.0
2025-11-10,5250,462008134385.0,159644724937.0,61093237760.0
2025-11-10,6050,158619283600.0,121711613150.0,16292664300.0
2025-11-10,6100,157161909310.0,79381999060.0,16549238260.0
2025-11-10,7050,159593914690.0,74911851050.0,7275471000.0
2025-11-10,7100,30656933400.0,11059734300.0,1280828100.0
2025-11-10,7150,38276182590.0,19596278620.0,1371892190.0
2025-11-10,7200,22035847530.0,12743573090.0,978853730.0
2025-11-10,8050,52587527950.0,30006801340.0,2967773820.0
2025-11-10,9050,128172615180.0,59969857160.0,6158904440.0
2025-11-10,9999,226792955000.0,91732416954.0,28845273067.0
2025-11-07,0050,2781534950.0,1481230200.0,142710750.0
2025-11-07,1050,7417176850.0,3801969400.0,554268850.0
2025-11-07,2050,83557388550.0,51907797900.0,6942892950.0
2025-11-07,3050,119492835300.0,52846981950.0,7714226700.0
2025-11-07,3100,11092289010.0,3874110480.0,990845070.0
2025-11-07,3150,5906376690.0,3900901250.0,402551400.0
2025-11-07,3200,120982836030.0,81822958520.0,11576805740.0
2025-11-07,3250,106299954450.0,49354316050.0,11181335800.0
2025-11-07,3300,6184531720.0,3655234600.0,651053790.0
2025-11-07,3350,12230342800.0,7292742700.0,1349558250.0
2025-11-07,3400,39534051490.0,26784309750.0,2455353090.0
2025-11-07,3450,23795285060.0,15678066430.0,1103039290.0
2025-11-07,3500,415966520150.0,291131820200.0,90886260550.0
2025-11-07,3550,20089253850.0,8163862100.0,1006277050.0
2025-11-07,3600,398626372350.0,252159495230.0,63383636960.0
2025-11-07,3650,1040542719210.0,536229999830.0,194999257460.0
2025-11-07,3700,152874800380.0,95648090180.0,16886003600.0
2025-11-07,3750,43622128500.0,31311592350.0,5523819400.0
2025-11-07,3800,92781735080.0,47821508320.0,8896562410.0
2025-11-07,4050,73996533420.0,25844335570.0,8781543040.0
2025-11-07,5050,46884820400.0,32142600800.0,3100850400.0
2025-11-07,5100,24460708250.0,17511698650.0,2688611450.0
2025-11-07,5150,4415843950.0,3596964900.0,507246600.0
2025-11-07,5200,3672811950.0,1937932300.0,144273650.0
2025-11-07,5250,516302389490.0,241216212291.0,98629609710.0
2025-11-07,6050,194599631800.0,111686164750.0,36999880450.0
2025-11-07,6100,238871766960.0,98599131120.0,48697252450.0
2025-11-07,7050,146587256990.0,89516367750.0,11971840560.0
2025-11-07,7100,25235954850.0,14577252800.0,1621386900.0
2025-11-07,7150,39108488970.0,22357216630.0,4006946460.0
2025-11-07,7200,15581255850.0,8537911250.0,1686703110.0
2025-11-07,8050,39381228270.0,24459154960.0,3858210100.0
2025-11-07,9050,182025958590.0,74166646830.0,17612341930.0
2025-11-07,9999,268321418998.0,115381397502.0,51082250464.0
2025-11-06,0050,4001684000.0,1894435600.0,272303300.0
2025-11-06,1050,8480703650.0,3196113600.0,807647050.0
2025-11-06,2050,96534042100.0,48636984950.0,8212058450.0
2025-11-06,3050,76883460850.0,47948786500.0,6062201750.0
2025-11-06,3100,23017191700.0,6478448700.0,2311758090.0
2025-11-06,3150,5999944360.0,3354247560.0,439696320.0
2025-11-06,3200,140458042720.0,95560874580.0,11900476230.0
2025-11-06,3250,99647661350.0,47635048500.0,10213745800.0
2025-11-06,3300,8975290930.0,4436396470.0,859721830.0
2025-11-06,3350,13635927000.0,11327490150.0,1568891150.0
2025-11-06,3400,40656043000.0,24148859550.0,3064043700.0
2025-11-06,3450,24949642690.0,35477628130.0,1789519310.0
2025-11-06,3500,362870583400.0,90201806850.0,60043781200.0
2025-11-06,3550,21247647000.0,11768737100.0,2315068200.0
2025-11-06,3600,504687476140.0,196781539870.0,73828406100.0
2025-11-06,3650,1002742461450.0,406739595200.0,156562424050.0
2025-11-06,3700,198114477110.0,124031342100.0,18234738650.0
2025-11-06,3750,52386827850.0,31621320550.0,5211518600.0
2025-11-06,3800,161476224900.0,61476497470.0,11547577720.0
2025-11-06,4050,105936378520.0,35088957150.0,9506050900.0
2025-11-06,5050,44589798450.0,39295070150.0,3615709450.0
2025-11-06,5100,39077021250.0,44266364100.0,4945010100.0
2025-11-06,5150,8021306850.0,4844591600.0,712072350.0
2025-11-06,5200,3384334200.0,2219758100.0,279650350.0
2025-11-06,5250,531707400387.0,227383623033.0,93802836930.0
2025-11-06,6050,283127785300.0,184220208500.0,32992662400.0
2025-11-06,6100,160317315110.0,83842626320.0,21987641630.0
2025-11-06,7050,190631321860.0,77335329430.0,16502105870.0
2025-11-06,7100,31476785600.0,12271927100.0,2115926950.0
2025-11-06,7150,45447951460.0,30170553880.0,4457558890.0
2025-11-06,7200,21962781730.0,11581113300.0,2074385900.0
2025-11-06,8050,48719092940.0,32953335800.0,5154287850.0
2025-11-06,9050,114898679850.0,64144976390.0,9598211410.0
2025-11-06,9999,221689461403.0,101050310394.0,35242752196.0
2025-11-05,0050,2369426650.0,1245948250.0,260639100.0
2025-11-05,1050,13507795050.0,5529786800.0,1430065000.0
2025-11-05,2050,111891682350.0,63199646500.0,13977223400.0
2025-11-05,3050,92125378000.0,51136084650.0,13351910900.0
2025-11-05,3100,14547731180.0,6027402170.0,1225476570.0
2025-11-05,3150,5067653440.0,2997590340.0,426004620.0
2025-11-05,3200,165309243110.0,102012276700.0,23043852950.0
2025-11-05,3250,150254356800.0,70375327000.0,22479179200.0
2025-11-05,3300,12381160460.0,6913064830.0,2057271420.0
2025-11-05,3350,18998433600.0,9520871250.0,3271932900.0
2025-11-05,3400,54650297060.0,36429713950.0,6167507930.0
2025-11-05,3450,20796887600.0,28778789870.0,2702521990.0
2025-11-05,3500,380382532250.0,160867951700.0,64531705700.0
2025-11-05,3550,23622820400.0,13017676200.0,1946365500.0
2025-11-05,3600,515078742040.0,241238328570.0,82315671650.0
2025-11-05,3650,1591178252070.0,636859617050.0,313122178700.0
2025-11-05,3700,243242772450.0,160814507990.0,38368941370.0
2025-11-05,3750,66850955300.0,43422486050.0,11370095950.0
2025-11-05,3800,198641307920.0,72854578930.0,22057233490.0
2025-11-05,4050,78861355540.0,37051209230.0,10808098710.0
2025-11-05,5050,52836188350.0,38449613500.0,7351582850.0
2025-11-05,5100,27205326650.0,30739488050.0,4039825700.0
2025-11-05,5150,18239384050.0,12011898700.0,1885922200.0
2025-11-05,5200,3520362550.0,2332169450.0,527236000.0
2025-11-05,5250,785096470076.0,286154274316.0,156598675910.0
2025-11-05,6050,247730633900.0,209339715550.0,45729231050.0
2025-11-05,6100,208572062970.0,96258914640.0,40763299460.0
2025-11-05,7050,226438872870.0,131605765910.0,33577974440.0
2025-11-05,7100,47979989400.0,23787250800.0,4240273300.0
2025-11-05,7150,60471171280.0,38195345880.0,11259844120.0
2025-11-05,7200,23527586040.0,13132975090.0,4053107410.0
2025-11-05,8050,55475292510.0,29926824990.0,9223610820.0
2025-11-05,9050,141460240370.0,76472795700.0,17458150050.0
2025-11-05,9999,501227019138.0,241292472984.0,123869612137.0
2025-11-04,0050,2427329750.0,1422936000.0,247912750.0
2025-11-04,1050,12547023950.0,4300196800.0,893221950.0
2025-11-04,2050,91221106800.0,47280741150.0,9679542350.0
2025-11-04,3050,81177621150.0,62356575950.0,9156979800.0
2025-11-04,3100,8834369220.0,4899300160.0,764694070.0
2025-11-04,3150,3906474850.0,2149358460.0,334917820.0
2025-11-04,3200,185812296550.0,100176745300.0,18665716860.0
2025-11-04,3250,143831900700.0,61838079600.0,14731405600.0
2025-11-04,3300,9470233060.0,6276955610.0,1320315450.0
2025-11-04,3350,17437246950.0,9159310800.0,2270039700.0
2025-11-04,3400,34823318850.0,28437879700.0,2910999800.0
2025-11-04,3450,22405407550.0,16681593060.0,1882620630.0
2025-11-04,3500,378586754050.0,205162957950.0,50728383500.0
2025-11-04,3550,26868290150.0,11399036750.0,1758348200.0
2025-11-04,3600,460482994420.0,198764119750.0,58453581210.0
2025-11-04,3650,1827230121150.0,1013309328630.0,256959303440.0
2025-11-04,3700,203589690950.0,114562660680.0,22273449340.0
2025-11-04,3750,63607020250.0,40321386900.0,7352970000.0
2025-11-04,3800,75901126580.0,43982858480.0,9415519830.0
2025-11-04,4050,75850648290.0,42588844600.0,8014076190.0
2025-11-04,5050,46377064700.0,43832120450.0,4730758550.0
2025-11-04,5100,48065516550.0,42097896000.0,5273107950.0
2025-11-04,5150,13225630400.0,9378944900.0,1133965950.0
2025-11-04,5200,4558385600.0,2654668500.0,275147250.0
2025-11-04,5250,566446167035.0,359629453092.0,113603723800.0
2025-11-04,6050,202214281250.0,163066402250.0,30895545000.0
2025-11-04,6100,180902840210.0,107000498240.0,28760167040.0
2025-11-04,7050,187686657910.0,75078567450.0,18646370610.0
2025-11-04,7100,49380381300.0,34261345000.0,3403531250.0
2025-11-04,7150,57743731490.0,32163727650.0,6681797040.0
2025-11-04,7200,19865206510.0,11158459840.0,2749707890.0
2025-11-04,8050,46909520440.0,29537597040.0,5671534230.0
2025-11-04,9050,137247668540.0,68827924970.0,13025840660.0
2025-11-04,9999,284848783078.0,121997618635.0,72100660725.0
2025-10-31,0050,1890759300.0,1206014500.0,48496500.0
2025-10-31,1050,12783480350.0,3577060300.0,391733000.0
2025-10-31,2050,109297507950.0,49765183300.0,8930104600.0
2025-10-31,3050,114122404850.0,52023370850.0,5307878950.0
2025-10-31,3100,8729451110.0,5462203730.0,375462890.0
2025-10-31,3150,6000283740.0,2377269750.0,178680580.0
2025-10-31,3200,145876436440.0,97106388950.0,9095917900.0
2025-10-31,3250,136257898100.0,75441654650.0,5261117250.0
2025-10-31,3300,12210056690.0,5287978890.0,539365010.0
2025-10-31,3350,17988856750.0,7680274800.0,720051700.0
2025-10-31,3400,23134425800.0,16729899350.0,1226359250.0
2025-10-31,3450,22449496660.0,18799893060.0,951499410.0
2025-10-31,3500,356740853450.0,158355570750.0,39330709350.0
2025-10-31,3550,24390191350.0,15176055000.0,777550950.0
2025-10-31,3600,514469868990.0,201370724960.0,57051933290.0
2025-10-31,3650,2013648504720.0,922581157820.0,271637249740.0
2025-10-31,3700,235264947910.0,136509837450.0,14156913730.0
2025-10-31,3750,71115350750.0,43099756450.0,4004475550.0
2025-10-31,3800,75026836800.0,33365635750.0,3728864320.0
2025-10-31,4050,93767870550.0,52610322090.0,8818328180.0
2025-10-31,5050,60336859850.0,40214849400.0,1935353400.0
2025-10-31,5100,23508480800.0,11341689800.0,1139752850.0
2025-10-31,5150,15644665700.0,16218938800.0,666722600.0
2025-10-31,5200,3427224900.0,1442143700.0,45875400.0
2025-10-31,5250,644539468956.0,243053457212.0,80217287330.0
2025-10-31,6050,170197102550.0,104510025400.0,10016548550.0
2025-10-31,6100,177972458740.0,77622652790.0,17421692000.0
2025-10-31,7050,192636714080.0,68136021530.0,7400750330.0
2025-10-31,7100,55603474400.0,28025240300.0,2973601900.0
2025-10-31,7150,72301122930.0,22081778010.0,2516762940.0
2025-10-31,7200,23523610260.0,9910620660.0,823962150.0
2025-10-31,8050,59801355720.0,28387797450.0,3528372030.0
2025-10-31,9050,130406643410.0,79491363700.0,5859785220.0
2025-10-31,9999,385519392708.0,168026347829.0,40641146354.0
